corpus_version,prim,K,N_PROD,N_OPS,rep,us,gpu_arch,node,ts_utc
v45,P3,16,2,128,18,221.2441,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,2,128,19,225.5579,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,2,128,20,220.5379,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,2,128,21,221.0489,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,2,128,22,219.6631,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,2,128,23,219.6331,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,2,128,24,226.6930,gfx942,b21u01,2026-05-11T06:04:28.042878+00:00
v45,P3,16,3,8,0,37.1411,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,1,36.2571,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,2,36.4601,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,3,37.4571,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,4,36.4399,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,5,37.3030,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,6,35.3560,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,7,35.8240,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,8,36.0359,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,9,36.1251,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,10,37.3560,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,11,36.1169,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,12,35.8480,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,13,37.6748,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,14,37.4340,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,15,36.9411,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,16,35.3230,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,17,36.3020,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,18,35.8890,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,19,36.2881,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,20,41.3330,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,21,36.1842,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,22,36.3870,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,23,36.3861,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,8,24,35.9491,gfx942,b21u01,2026-05-11T06:04:28.044067+00:00
v45,P3,16,3,16,0,52.1762,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,1,52.9829,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,2,53.3820,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,3,53.3389,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,4,53.4300,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,5,53.2442,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,6,51.0078,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,7,52.4232,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,8,52.5420,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,9,52.5289,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,10,53.5520,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,11,52.2521,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,12,52.0849,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,13,52.5019,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,14,51.0660,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,15,52.8749,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,16,52.0342,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,17,51.6640,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,18,52.4821,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,19,53.0211,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,20,53.1059,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,21,55.5948,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,22,52.8111,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,23,52.7529,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,16,24,51.2949,gfx942,b21u01,2026-05-11T06:04:28.045704+00:00
v45,P3,16,3,32,0,88.6950,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,1,85.5739,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,2,83.3811,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,3,86.2910,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,4,84.4481,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,5,85.3189,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,6,89.0691,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,7,85.0239,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,8,84.9681,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,9,84.7629,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,10,85.0370,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,11,86.6950,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,12,83.6251,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,13,85.6798,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,14,83.3140,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,15,86.4400,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,16,85.6461,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,17,84.5708,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,18,86.0740,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,19,88.2060,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,20,85.0472,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,21,83.2458,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,22,86.0789,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,23,85.5401,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,32,24,85.6810,gfx942,b21u01,2026-05-11T06:04:28.048263+00:00
v45,P3,16,3,64,0,151.0740,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,1,151.1290,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,2,152.3860,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,3,150.5120,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,4,148.3960,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,5,147.0319,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,6,151.7958,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,7,147.2018,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,8,155.3060,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,9,152.7059,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,10,147.7031,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,11,153.4179,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,12,148.5921,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,13,149.6768,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,14,151.7180,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,15,149.5939,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,16,150.2410,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,17,153.0619,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,18,151.6130,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,19,151.2670,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,20,151.3199,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,21,151.7180,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,22,150.6130,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,23,148.1231,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,64,24,150.1311,gfx942,b21u01,2026-05-11T06:04:28.052652+00:00
v45,P3,16,3,128,0,286.0338,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,1,280.6089,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,2,289.7880,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,3,287.8061,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,4,287.8830,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,5,277.2149,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,6,277.4312,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,7,284.6350,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,8,292.7200,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,9,278.9870,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,10,279.0499,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,11,280.8368,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,12,282.9051,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,13,276.0808,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,14,282.1200,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,15,280.9621,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,16,283.0580,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,17,282.0920,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,18,280.1770,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,19,283.8450,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,20,287.7300,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,21,274.3690,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,22,276.5420,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,23,281.5879,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,3,128,24,282.4981,gfx942,b21u01,2026-05-11T06:04:28.060734+00:00
v45,P3,16,4,8,0,40.6289,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,1,40.7682,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,2,40.6869,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,3,40.3719,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,4,41.2730,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,5,42.8120,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,6,40.2101,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,7,40.5039,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,8,41.4369,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,9,39.9100,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,10,40.3642,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,11,39.7260,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,12,39.7160,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,13,40.3388,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,14,39.0990,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,15,39.4152,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,16,40.1700,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,17,39.4771,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,18,39.8250,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,19,39.6878,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,20,39.6080,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,21,39.7780,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,22,39.9200,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,23,40.2159,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,8,24,40.5011,gfx942,b21u01,2026-05-11T06:04:28.062039+00:00
v45,P3,16,4,16,0,61.6610,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,1,59.5399,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,2,59.8440,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,3,60.5800,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,4,59.5681,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,5,60.7590,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,6,58.5569,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,7,59.0251,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,8,58.4219,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,9,59.6049,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,10,57.6712,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,11,59.6489,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,12,59.3942,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,13,57.5611,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,14,59.3490,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,15,59.4170,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,16,59.6391,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,17,60.2871,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,18,59.0901,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,19,60.8650,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,20,59.1960,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,21,58.6649,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,22,61.7332,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,23,59.8670,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,16,24,60.0119,gfx942,b21u01,2026-05-11T06:04:28.063876+00:00
v45,P3,16,4,32,0,99.0140,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,1,98.8650,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,2,100.9440,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,3,98.6380,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,4,96.3451,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,5,97.6271,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,6,100.1449,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,7,101.0620,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,8,97.6492,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,9,100.3831,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,10,97.3439,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,11,98.3470,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,12,97.0059,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,13,99.7130,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,14,97.3921,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,15,98.1679,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,16,98.8261,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,17,98.3039,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,18,103.9552,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,19,99.6240,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,20,97.8790,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,21,96.5239,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,22,97.9661,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,23,98.3761,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,32,24,96.6841,gfx942,b21u01,2026-05-11T06:04:28.066802+00:00
v45,P3,16,4,64,0,175.6870,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,1,173.5680,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,2,174.4721,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,3,178.0230,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,4,175.3930,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,5,177.9951,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,6,181.6030,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,7,175.2600,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,8,177.1238,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,9,182.2480,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,10,173.9820,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,11,177.2488,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,12,181.1630,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,13,181.8999,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,14,172.1131,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,15,181.8051,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,16,177.9371,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,17,177.9948,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,18,176.6470,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,19,177.0051,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,20,172.7541,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,21,174.2651,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,22,171.8251,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,23,179.2209,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,64,24,175.8861,gfx942,b21u01,2026-05-11T06:04:28.071930+00:00
v45,P3,16,4,128,0,335.7159,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,1,327.0330,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,2,330.8109,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,3,323.7289,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,4,332.1189,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,5,334.2140,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,6,328.7131,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,7,338.2079,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,8,330.9608,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,9,326.6979,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,10,333.2130,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,11,333.6782,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,12,326.5571,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,13,328.9720,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,14,328.4940,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,15,324.6129,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,16,332.4582,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,17,335.3199,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,18,329.9599,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,19,333.3739,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,20,336.6591,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,21,328.1571,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,22,334.0172,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,23,330.6048,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,4,128,24,333.1280,gfx942,b21u01,2026-05-11T06:04:28.081367+00:00
v45,P3,16,5,8,0,44.8970,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,1,44.8320,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,2,44.0311,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,3,44.1018,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,4,43.6602,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,5,44.9279,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,6,44.6311,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,7,43.9920,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,8,43.6639,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,9,43.3759,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,10,44.0171,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,11,44.2211,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,12,44.1461,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,13,43.7568,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,14,46.1352,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,15,43.0830,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,16,45.2930,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,17,43.4241,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,18,45.3528,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,19,43.9479,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,20,45.4830,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,21,44.6441,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,22,45.2278,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,23,44.8648,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,8,24,44.0879,gfx942,b21u01,2026-05-11T06:04:28.082787+00:00
v45,P3,16,5,16,0,67.8729,gfx942,b21u01,2026-05-11T06:04:28.084846+00:00
v45,P3,16,5,16,1,68.2760,gfx942,b21u01,2026-05-11T06:04:28.084846+00:00
